"year","cowcode","ln_gdpen"
1997,90,0.876311302
1998,90,0.898579597
1999,90,0.907879055
2000,90,0.857946314
1958,438,-0.560366094
1959,438,-0.709276557
1960,438,-0.581605792
1961,438,-0.507497847
1962,438,-0.529329121
1963,438,-0.534435451
1964,438,-0.634878337
1965,438,-0.606969476
1966,438,-0.590590537
1967,438,-0.644357085
1968,438,-0.638659
1969,438,-0.655851424
1970,438,-0.761426032
1971,438,-0.558616221
1972,438,-0.614336014
1973,438,-0.556869566
1974,438,-0.441610545
1975,438,-0.376877666
1976,438,-0.295714229
1977,438,-0.279713929
1978,438,-0.262664318
1979,438,-0.274436861
1980,438,-0.202116221
1981,438,-0.261364788
1982,438,-0.245900527
1983,438,-0.291690111
1984,438,-0.358104527
1985,438,-0.339677364
1986,438,-0.310609609
1987,438,-0.297059268
1988,438,-0.25489229
1989,438,-0.25489229
1990,438,-0.265268445
1991,438,-0.270497233
1992,438,-0.301105082
1993,438,-0.281829119
1994,438,-0.268420339
1995,438,-0.250767857
1996,438,-0.230578393
1997,438,-0.20772703
1998,438,-0.187220469
1999,438,-0.177688465
2000,438,0.85588122
1974,404,-0.136965886
1975,404,-0.261364788
1976,404,-0.289016277
1977,404,-0.519193828
1978,404,-0.479649991
1979,404,-0.586987019
1980,404,-0.752897203
1981,404,-0.556869566
1982,404,-0.457284838
1983,404,-0.500875294
1984,404,-0.466808766
1985,404,-0.430782944
1986,404,-0.466808766
1987,404,-0.466808766
1988,404,-0.424647957
1989,404,-0.359536171
1990,404,-0.37251398
1991,404,-0.522560894
1992,404,-0.455706328
1993,404,-0.456895083
1994,404,-0.448785245
1995,404,-0.430542916
1996,404,-0.409156799
1997,404,-0.378922045
1998,404,-0.729935467
1999,404,-0.674726486
2000,404,0.861668805
1966,110,0.539995968
1967,110,0.574926496
1968,110,0.555033863
1969,110,0.577175021
1970,110,0.596636295
1971,110,0.547543168
1972,110,0.546964705
1973,110,0.692146719
1974,110,0.660107315
1975,110,0.88624388
1976,110,0.975314081
1977,110,0.810485721
1978,110,0.627541423
1979,110,0.634988248
1980,110,0.655964434
1981,110,0.680061936
1982,110,0.424613953
1983,110,0.341459751
1984,110,0.173953354
1985,110,0.235072106
1986,110,0.337186277
1987,110,0.285178989
1988,110,0.3920421
1989,110,0.110646509
1990,110,0.089840688
1991,110,0.138313055
1992,110,0.204541177
1993,110,0.275041223
1994,110,0.348572284
1995,110,0.389281511
1996,110,0.457395762
1997,110,0.509976447
1998,110,0.485313982
1999,110,0.507131398
2000,110,0.857527997
1945,41,0.851988669
1946,41,-0.267879456
1947,41,-0.267879456
1948,41,-0.265268445
1949,41,-0.151986331
1950,41,-0.1554849
1951,41,-0.149660766
1952,41,-0.198450953
1953,41,-0.114289127
1954,41,-0.142716318
1955,41,-0.084469125
1956,41,-0.107585207
1957,41,-0.117658041
1958,41,-0.084469125
1959,41,-0.073646516
1960,41,-0.07904318
1961,41,-0.12897037
1962,41,-0.096510909
1963,41,-0.117658041
1964,41,-0.130108654
1965,41,-0.112049513
1966,41,-0.114289127
1967,41,-0.17793119
1968,41,-0.17554459
1969,41,-0.163696125
1970,41,-0.181521893
1971,41,-0.112049513
1972,41,-0.125563189
1973,41,-0.1554849
1974,41,-0.12443006
1975,41,-0.170788333
1976,41,-0.093212366
1977,41,-0.083381593
1978,41,-0.058688976
1979,41,-0.034591425
1980,41,0.032467183
1981,41,0.009950321
1982,41,-0.069350049
1983,41,-0.07580173
1984,41,-0.103140749
1985,41,-0.093212366
1986,41,-0.103140749
1987,41,-0.125563189
1988,41,-0.163696125
1989,41,-0.181521893
1990,41,-0.160823569
1991,41,-0.17968905
1992,41,-0.340465903
1993,41,-0.385514945
1994,41,-0.493436009
1995,41,-0.472479373
1996,41,-0.469029725
1997,41,-0.4762173
1998,41,-0.466359705
1999,41,-0.464793086
2000,41,0.853969851
1945,91,0.853143612
1946,91,-0.107585207
1947,91,-0.091019414
1948,91,-0.074723572
1949,91,-0.049190219
1950,91,-0.019182812
1951,91,-0.00300453
1952,91,0.012916236
1953,91,0.045928981
1954,91,-0.019182812
1955,91,-0.012072606
1956,91,0.029558774
1957,91,0.065787703
1958,91,0.051643208
1959,91,0.050693158
1960,91,0.038258746
1961,91,0.030529223
1962,91,0.04497337
1963,91,0.050693158
1964,91,0.073250435
1965,91,0.114221193
1966,91,0.139761925
1967,91,0.155292869
1968,91,0.188137963
1969,91,0.173953354
1970,91,0.212689087
1971,91,0.214304566
1972,91,0.242946163
1973,91,0.277631789
1974,91,0.235862345
1975,91,0.242161602
1976,91,0.320633173
1977,91,0.3859424
1978,91,0.427226603
1979,91,0.426574022
1980,91,0.418052256
1981,91,0.407463133
1982,91,0.363948435
1983,91,0.317726165
1984,91,0.322807908
1985,91,0.327143103
1986,91,0.322807908
1987,91,0.336472213
1988,91,0.348542005
1989,91,0.359072089
1990,91,0.319907188
1991,91,0.310421526
1992,91,0.325700134
1993,91,0.356412083
1994,91,0.313941777
1995,91,0.32516712
1996,91,0.332452774
1997,91,0.353680432
1998,91,0.355084389
1999,91,0.309078991
2000,91,0.857057424
1945,310,-0.235722303
1946,310,-0.214431629
1947,310,-0.080126069
1948,310,0.022739489
1949,310,0.111541405
1950,310,0.172271192
1951,310,0.263133198
1952,310,0.378436476
1953,310,0.470628411
1954,310,0.529451072
1955,310,0.574363649
1956,310,0.560187101
1957,310,0.646579564
1958,310,0.691646039
1959,310,0.744790375
1960,310,0.613158703
1961,310,0.780196488
1962,310,0.836094916
1963,310,0.883424044
1964,310,0.932048321
1965,310,0.961371601
1966,310,1.024410844
1967,310,1.098457336
1968,310,1.144118667
1969,310,1.199831605
1970,310,1.211345553
1971,310,1.296369672
1972,310,1.315066814
1973,310,1.363537431
1974,310,1.447624564
1975,310,1.50051558
1976,310,1.523008227
1977,310,1.562555909
1978,310,1.628259659
1979,310,1.611835003
1980,310,1.607836604
1981,310,1.638414025
1982,310,1.642098665
1983,310,1.638802528
1984,310,1.654602408
1985,310,1.663547158
1986,310,1.690649152
1987,310,1.731655598
1988,310,1.715957761
1989,310,1.719905376
1990,310,1.678404093
1991,310,1.598781347
1992,310,1.535791397
1993,310,1.532923818
1994,310,1.565180063
1995,310,1.582991481
1996,310,1.599925756
1997,310,1.648385882
1998,310,1.699858427
1999,310,1.748309374
2000,310,0.85903146
1945,395,0.848046472
1946,395,0.851739792
1947,395,0.854083653
1948,395,0.85527034
1949,395,0.858370142
1950,395,0.856030079
1951,395,0.857568295
1952,395,0.857234473
1953,395,0.858070902
1954,395,0.857270164
1955,395,0.855585387
1956,395,0.859657901
1957,395,0.857531415
1958,395,0.857601411
1959,395,0.85706921
1960,395,0.85709571
1961,395,0.856050695
1962,395,0.858641047
1963,395,0.858485811
1964,395,0.85758168
1965,395,0.856866271
1966,395,0.857183207
1967,395,0.859000158
1968,395,0.857303836
1969,395,0.858139962
1970,395,0.857399588
1971,395,0.857993108
1972,395,0.859819392
1973,395,0.858191631
1974,395,0.85825269
1975,395,0.858706023
1976,395,0.856556725
1977,395,0.8578993
1978,395,0.859226201
1979,395,0.857269849
1980,395,0.858770405
1981,395,0.857298135
1982,395,0.85727444
1983,395,0.856993057
1984,395,0.859064467
1985,395,0.857375857
1986,395,0.857581353
1987,395,0.857424466
1988,395,0.85729601
1989,395,0.857524221
1990,395,0.857291522
1991,395,0.856436197
1992,395,0.85839884
1993,395,0.857853359
1994,395,0.858230914
1995,395,0.857894176
1996,395,0.859007316
1997,395,0.856585327
1998,395,0.857549875
1999,395,0.857078774
2000,395,0.8578263
1946,750,0.257141532
1947,750,-0.529329121
1948,750,-0.522560894
1949,750,-0.53102833
1950,750,-0.527632773
1951,750,-0.497580439
1952,750,-0.482886285
1953,750,-0.444725871
1954,750,-0.40646559
1955,750,-0.397496939
1956,750,-0.37251398
1957,750,-0.37251398
1958,750,-0.331285715
1959,750,-0.332679421
1960,750,-0.266573131
1961,750,-0.286349654
1962,750,-0.274436861
1963,750,-0.204567164
1964,750,-0.166054577
1965,750,-0.286349654
1966,750,-0.426178157
1967,750,-0.359536171
1968,750,-0.321583599
1969,750,-0.275753498
1970,750,-0.220646694
1971,750,-0.213193193
1972,750,-0.240798473
1973,750,-0.240798473
1974,750,-0.267879456
1975,750,-0.204567164
1976,750,-0.208254963
1977,750,-0.154317364
1978,750,-0.125563189
1979,750,-0.17793119
1980,750,-0.125563189
1981,750,-0.096510909
1982,750,-0.066139817
1983,750,-0.014098923
1984,750,0.007968185
1985,750,0.04879012
1986,750,0.088010885
1987,750,0.1160037
1988,750,0.18564935
1989,750,0.211070985
1990,750,0.234281346
1991,750,0.223943263
1992,750,0.248421311
1993,750,0.278921843
1994,750,0.332755357
1995,750,0.389402092
1996,750,0.43927443
1997,750,0.46634379
1998,750,0.513905704
1999,750,0.558831513
2000,750,0.884335508
1949,850,-1.203972816
1950,850,-1.177655458
1951,850,-1.032824516
1952,850,-0.941608548
1953,850,-0.926341057
1954,850,-0.837017536
1955,850,-0.665531993
1956,850,-0.634878337
1957,850,-0.605136275
1958,850,-0.59602046
1959,850,-0.549912989
1960,850,-0.449416965
1961,850,-0.40646559
1962,850,-0.426178157
1963,850,-0.492658317
1964,850,-0.47481522
1965,850,-0.497580439
1966,850,-0.491023004
1967,850,-0.481266856
1968,850,-0.440056562
1969,850,-0.382725656
1970,850,-0.335472763
1971,850,-0.305167407
1972,850,-0.270497233
1973,850,-0.185125515
1974,850,-0.114289127
1975,850,-0.048140366
1976,850,-0.022245623
1977,850,0.032467183
1978,850,0.116893709
1979,850,0.175632596
1980,850,0.247641042
1981,850,0.3920421
1982,850,0.396760672
1983,850,0.451075643
1984,850,0.476234198
1985,850,0.501381159
1986,850,0.522951841
1987,850,0.532391369
1988,850,0.547543168
1989,850,0.60212779
1990,850,0.680061936
1991,850,0.7149086
1992,850,0.742889285
1993,850,0.795981228
1994,850,0.85208112
1995,850,0.91475594
1996,850,0.973832548
1997,850,1.003491402
1998,850,0.847870588
1999,850,0.834659755
2000,850,0.87275151
1945,630,0.853285986
1946,630,0.50982511
1947,630,0.957048774
1948,630,0.78115809
1949,630,0.080657892
1950,630,0.271552712
1951,630,0.424613953
1952,630,0.039220676
1953,630,-0.038740814
1954,630,-0.446287125
1955,630,0.766862273
1956,630,0.797507226
1957,630,0.856116056
1958,630,0.93687737
1959,630,0.965461731
1960,630,1.080448389
1961,630,1.042394638
1962,630,1.078069329
1963,630,1.072610497
1964,630,1.125254273
1965,630,1.213130713
1966,630,1.259029031
1967,630,1.31210947
1968,630,1.401429176
1969,630,1.454887152
1970,630,1.567782283
1971,630,1.561926961
1972,630,1.644805074
1973,630,1.75440371
1974,630,1.783727288
1975,630,1.763359904
1976,630,1.871186614
1977,630,1.804346561
1978,630,1.644418836
1979,630,1.515566707
1980,630,1.233725786
1981,630,1.183565974
1982,630,1.357380271
1983,630,1.419729233
1984,630,1.393021703
1985,630,1.396987081
1986,630,1.278152227
1987,630,1.236633539
1988,630,1.168138385
1989,630,1.165959358
1990,630,1.221419692
1991,630,1.267792344
1992,630,1.304270506
1993,630,1.309010386
1994,630,1.301770806
1995,630,1.314038396
1996,630,1.351409912
1997,630,1.368139267
1998,630,1.373723388
1999,630,1.3820858
2000,630,0.862366319
1945,645,0.850012814
1946,645,0.737642467
1947,645,0.795703828
1948,645,0.785726368
1949,645,0.903813243
1950,645,0.927032828
1951,645,0.974559665
1952,645,1.032472491
1953,645,0.965461731
1954,645,1.115797162
1955,645,1.037445903
1956,645,1.046617031
1957,645,1.020650744
1958,645,1.086539745
1959,645,1.078749657
1960,645,1.231685281
1961,645,1.29280746
1962,645,1.311301351
1963,645,1.260447621
1964,645,1.391530633
1965,645,1.484328151
1966,645,1.492679358
1967,645,1.365326047
1968,645,1.504743814
1969,645,1.50029242
1970,645,1.483647943
1971,645,1.534929872
1972,645,1.469945908
1973,645,1.535791397
1974,645,1.609237909
1975,645,1.697998047
1976,645,1.800719142
1977,645,1.874567628
1978,645,1.865009904
1979,645,2.149084091
1980,645,1.97989738
1981,645,1.563184619
1982,645,1.426476121
1983,645,1.646540999
1984,645,1.594730258
1985,645,1.446683645
1986,645,1.331310034
1987,645,1.164712071
1988,645,1.819374681
1989,645,1.846405506
1990,645,1.831460834
1991,645,1.847036481
1992,645,0.311664862
1993,645,0.831967698
1994,645,0.83195986
1995,645,0.831212444
1996,645,0.831992524
1997,645,0.806494552
1998,645,0.847798401
1999,645,0.86648407
2000,645,0.871701588
1945,205,0.693647027
1946,205,0.764537156
1947,205,0.819779813
1948,205,0.855691075
1949,205,0.961264074
1950,205,1.004301667
1951,205,1.036736846
1952,205,1.032828569
1953,205,1.071241021
1954,205,1.081126928
1955,205,1.126227498
1956,205,1.100610256
1957,205,1.08788836
1958,205,1.083160162
1959,205,1.147084951
1960,205,1.197250247
1961,205,1.246744871
1962,205,1.285091877
1963,205,1.326809764
1964,205,1.367875814
1965,205,1.386294365
1966,205,1.387543559
1967,205,1.425995827
1968,205,1.506297231
1969,205,1.571112752
1970,205,1.612433434
1971,205,1.635105729
1972,205,1.684730887
1973,205,1.721873283
1974,205,1.74239409
1975,205,1.75889194
1976,205,1.764045596
1977,205,1.833860636
1978,205,1.893262506
1979,205,1.917069674
1980,205,1.920299292
1981,205,1.943765044
1982,205,1.950613379
1983,205,1.93253541
1984,205,1.963188648
1985,205,1.984443784
1986,205,1.979344964
1987,205,2.020354748
1988,205,2.066736221
1989,205,2.142885685
1990,205,2.227214813
1991,205,2.240177631
1992,205,2.26560998
1993,205,2.288184404
1994,205,2.342072964
1995,205,2.426244974
1996,205,2.492032766
1997,205,2.58363533
1998,205,2.654378653
1999,205,2.737374067
2000,205,0.856885324
1947,666,0.274451765
1948,666,0.487613981
1949,666,0.763139546
1950,666,0.83811295
1951,666,0.874635041
1952,666,0.97606796
1953,666,0.859508693
1954,666,0.958200157
1955,666,1.033184409
1956,666,1.081126928
1957,666,1.113829255
1958,666,1.145813942
1959,666,1.216691613
1960,666,1.246169806
1961,666,1.32998848
1962,666,1.380024672
1963,666,1.431506634
1964,666,1.491779923
1965,666,1.535576105
1966,666,1.510280371
1967,666,1.502743125
1968,666,1.633349657
1969,666,1.740641594
1970,666,1.79242599
1971,666,1.865164757
1972,666,1.963750005
1973,666,1.967951179
1974,666,2.001344919
1975,666,2.014102697
1976,666,1.995380402
1977,666,1.964171052
1978,666,1.991020083
1979,666,2.022474289
1980,666,2.066229582
1981,666,2.095683813
1982,666,2.095191717
1983,666,2.111303568
1984,666,2.103890181
1985,666,2.117459774
1986,666,2.146983385
1987,666,2.201548576
1988,666,2.204972267
1989,666,2.192770243
1990,666,2.229799271
1991,666,2.253814936
1992,666,2.286760569
1993,666,2.314259768
1994,666,2.355388165
1995,666,2.396483421
1996,666,2.419581175
1997,666,2.426283836
1998,666,2.430688143
1999,666,2.429005384
2000,666,0.858963461
1945,325,0.820660532
1946,325,0.839841545
1947,325,0.935701132
1948,325,0.940397859
1949,325,0.896903992
1950,325,1.009052277
1951,325,1.078749657
1952,325,1.116452217
1953,325,1.182953477
1954,325,1.21223855
1955,325,1.275083423
1956,325,1.309683204
1957,325,1.344430089
1958,325,1.379017949
1959,325,1.436511993
1960,325,1.518199444
1961,325,1.593105316
1962,325,1.650195956
1963,325,1.704384446
1964,325,1.719009519
1965,325,1.738885999
1966,325,1.793258309
1967,325,1.859106541
1968,325,1.913386941
1969,325,1.970463395
1970,325,2.023928881
1971,325,2.028542995
1972,325,2.045238256
1973,325,2.113238811
1974,325,2.159753323
1975,325,2.114084482
1976,325,2.175773859
1977,325,2.199000835
1978,325,2.228292465
1979,325,2.285540581
1980,325,2.334374428
1981,325,2.330686569
1982,325,2.328447819
1983,325,2.331852674
1984,325,2.357167959
1985,325,2.380286455
1986,325,2.408295631
1987,325,2.438426256
1988,325,2.478049994
1989,325,2.505280972
1990,325,2.524768114
1991,325,2.533855438
1992,325,2.543254137
1993,325,2.531040907
1994,325,2.551628828
1995,325,2.578982592
1996,325,2.586778641
1997,325,2.602285862
1998,325,2.616358757
1999,325,2.629498243
2000,325,0.861220662
1960,437,0.113328688
1961,437,0.144100323
1962,437,0.166361526
1963,437,0.247641042
1964,437,0.352064371
1965,437,0.336472213
1966,437,0.341459751
1967,437,0.336472213
1968,437,0.415415436
1969,437,0.403463095
1970,437,0.47933495
1971,437,0.505612075
1972,437,0.503800988
1973,437,0.527092576
1974,437,0.542905509
1975,437,0.596636295
1976,437,0.678033531
1977,437,0.72270596
1978,437,0.805135667
1979,437,0.801104307
1980,437,0.582215607
1981,437,0.582215607
1982,437,0.528862
1983,437,0.48119083
1984,437,0.431132883
1985,437,0.435023874
1986,437,0.443402916
1987,437,0.418710321
1988,437,0.34995243
1989,437,0.289680064
1990,437,0.193096682
1991,437,0.146694377
1992,437,0.098939925
1993,437,0.064621381
1994,437,0.052449159
1995,437,0.08986444
1996,437,0.126657322
1997,437,0.161924094
1998,437,0.178265035
1999,437,0.179005265
2000,437,0.858280027
1962,51,0.593326807
1963,51,0.592774212
1964,51,0.683096826
1965,51,0.743840337
1966,51,0.778865993
1967,51,0.803793669
1968,51,0.915090024
1969,51,0.957048774
1970,51,0.972671032
1971,51,1.002101421
1972,51,1.131079435
1973,51,1.043099642
1974,51,1.072268248
1975,51,1.070212722
1976,51,1.024965763
1977,51,1.000264168
1978,51,0.95589602
1979,51,0.919485569
1980,51,0.859508693
1981,51,0.86120075
1982,51,0.870874822
1983,51,0.873383224
1984,51,0.856116056
1985,51,0.795252383
1986,51,0.796605885
1987,51,0.836381376
1988,51,0.893226802
1989,51,0.929404378
1990,51,0.934130669
1991,51,0.891998053
1992,51,0.897951603
1993,51,0.902588069
1994,51,0.913479567
1995,51,0.910473049
1996,51,0.891454458
1997,51,0.864738882
1998,51,0.850998044
1999,51,0.838475347
2000,51,0.857193576
1945,740,0.860737456
1946,740,0.85401582
1947,740,0.856383023
1948,740,0.858285424
1949,740,0.859455782
1950,740,0.35767442
1951,740,0.476234198
1952,740,0.554459691
1953,740,0.605408251
1954,740,0.6486727
1955,740,0.719302118
1956,740,0.782987893
1957,740,0.84586823
1958,740,0.890357375
1959,740,0.966603518
1960,740,1.083160162
1961,740,1.209258795
1962,740,1.268073678
1963,740,1.357380271
1964,740,1.468565345
1965,740,1.502075434
1966,740,1.594121218
1967,740,1.689542174
1968,740,1.804346561
1969,740,1.898069501
1970,740,1.988832831
1971,740,2.01623559
1972,740,2.081813812
1973,740,2.144643784
1974,740,2.115653038
1975,740,2.125967264
1976,740,2.160791159
1977,740,2.196779966
1978,740,2.234306335
1979,740,2.277882338
1980,740,2.30975914
1981,740,2.339880943
1982,740,2.364150524
1983,740,2.383335114
1984,740,2.419478893
1985,740,2.465638876
1986,740,2.484573364
1987,740,2.520112991
1988,740,2.576877832
1989,740,2.617833614
1990,740,2.662425041
1991,740,2.703774452
1992,740,2.715025902
1993,740,2.715667009
1994,740,2.718687534
1995,740,2.729472399
1996,740,2.776175261
1997,740,2.789370298
1998,740,2.761436224
1999,740,2.762197495
2000,740,0.858496877
1946,663,-0.809680998
1947,663,-0.71743989
1948,663,-0.632993221
1949,663,-0.525939226
1950,663,-0.440056562
1951,663,-0.492658317
1952,663,-0.417031765
1953,663,-0.366725266
1954,663,-0.271808684
1955,663,-0.430782944
1956,663,-0.154317364
1957,663,-0.157824114
1958,663,-0.069350049
1959,663,0.128393188
1960,663,0.15014261
1961,663,0.269263506
1962,663,0.266969025
1963,663,0.319907188
1964,663,0.397432953
1965,663,0.472500503
1966,663,0.497132331
1967,663,0.544066966
1968,663,0.503800988
1969,663,0.517602563
1970,663,0.352064371
1971,663,0.724645793
1972,663,0.776108742
1973,663,0.719789088
1974,663,0.680061936
1975,663,0.738598406
1976,663,0.92187506
1977,663,1.002835393
1978,663,1.134301066
1979,663,1.16907084
1980,663,1.219058514
1981,663,1.315871835
1982,663,1.37016499
1983,663,1.279543996
1984,663,1.264973879
1985,663,1.270041466
1986,663,1.33210218
1987,663,1.294453144
1988,663,1.256185651
1989,663,1.096276283
1990,663,1.071241021
1991,663,0.97750926
1992,663,1.098362207
1993,663,1.098339558
1994,663,1.108026862
1995,663,1.137385488
1996,663,1.127635717
1997,663,1.127338767
1998,663,1.125818491
1999,663,1.125337005
2000,663,0.856829892
1991,705,1.434548974
1992,705,1.298291206
1993,705,1.203167558
1994,705,1.077725649
1995,705,1.00225997
1996,705,1.020116568
1997,705,1.052746296
1998,705,1.050759077
1999,705,1.077349901
2000,705,0.858117182
1963,501,-0.47481522
1964,501,-0.47481522
1965,501,-0.487760305
1966,501,-0.415515393
1967,501,-0.387134135
1968,501,-0.359536171
1969,501,-0.341082811
1970,501,-0.534435451
1971,501,-0.289016277
1972,501,-0.17554459
1973,501,-0.21815598
1974,501,-0.166054577
1975,501,-0.17793119
1976,501,-0.21815598
1977,501,-0.170788333
1978,501,-0.107585207
1979,501,-0.07149601
1980,501,-0.093212366
1981,501,-0.139262065
1982,501,-0.150822878
1983,501,-0.179126635
1984,501,-0.18272163
1985,501,-0.230671778
1986,501,-0.154317364
1987,501,-0.126697674
1988,501,-0.103140749
1989,501,-0.089924738
1990,501,-0.093212366
1991,501,-0.103140749
1992,501,-0.089924738
1993,501,-0.113130845
1994,501,-0.112034507
1995,501,-0.091965109
1996,501,-0.074048243
1997,501,-0.075663559
1998,501,-0.081838436
1999,501,-0.090305522
2000,501,0.855479388
1949,732,-0.67924422
1950,732,-0.500875294
1951,732,-0.429245591
1952,732,-0.404965252
1953,732,-0.22815609
1954,732,-0.202116221
1955,732,-0.12897037
1956,732,-0.125563189
1957,732,-0.07580173
1958,732,-0.076881044
1959,732,-0.083381593
1960,732,-0.100925937
1961,732,-0.085557908
1962,732,-0.074723572
1963,732,-0.011060924
1964,732,0.023716575
1965,732,0.056380305
1966,732,0.151002869
1967,732,0.193920687
1968,732,0.291175991
1969,732,0.37637955
1970,732,0.518793762
1971,732,0.596085489
1972,732,0.61247927
1973,732,0.725614369
1974,732,0.804688573
1975,732,0.842859447
1976,732,0.939225733
1977,732,1.022450924
1978,732,1.12590313
1979,732,1.200266004
1980,732,1.12914145
1981,732,1.166893721
1982,732,1.222303748
1983,732,1.311570764
1984,732,1.387543559
1985,732,1.439123988
1986,732,1.530827522
1987,732,1.625311255
1988,732,1.724015832
1989,732,1.807140589
1990,732,1.898069501
1991,732,1.981139421
1992,732,2.025000811
1993,732,2.069500208
1994,732,2.139803171
1995,732,2.213124037
1996,732,2.266294718
1997,732,2.305444956
1998,732,2.226709366
1999,732,2.31885314
2000,732,0.860927492
1962,690,4.067338467
1963,690,3.987150192
1964,690,3.951022625
1965,690,3.840215206
1966,690,3.847759962
1967,690,3.771317244
1968,690,3.769684553
1969,690,3.71407938
1970,690,3.670443058
1971,690,3.676874161
1972,690,3.660249949
1973,690,3.554828405
1974,690,3.396674156
1975,690,3.251648426
1976,690,3.275298595
1977,690,3.21049428
1978,690,3.218238115
1979,690,3.286740065
1980,690,2.996631861
1981,690,2.79410553
1982,690,2.693951368
1983,690,2.597416639
1984,690,2.607640505
1985,690,2.573680401
1986,690,2.563794851
1987,690,2.569401026
1988,690,2.418855906
1989,690,2.275522232
1990,690,2.298275709
1991,690,2.26695776
1992,690,0.848180827
1993,690,0.846380104
1994,690,0.8468236
1995,690,0.845799155
1996,690,0.844546456
1997,690,0.843819084
1998,690,0.847575649
1999,690,0.858006601
2000,690,0.856833647
1991,703,1.055059075
1992,703,0.896587014
1993,703,0.717692971
1994,703,0.493946612
1995,703,0.427338809
1996,703,0.481187731
1997,703,0.561337709
1998,703,0.567189336
1999,703,0.589101374
2000,703,0.856284087
1954,812,-1.231001496
1955,812,-1.11779511
1956,812,-0.886731923
1957,812,-0.881889284
1958,812,-0.796287954
1959,812,-0.761426032
1960,812,-0.725670397
1961,812,-0.62548846
1962,812,-0.569161236
1963,812,-0.510825574
1964,812,-0.452556759
1965,812,-0.449416965
1966,812,-0.358104527
1967,812,-0.263965547
1968,812,-0.417031765
1969,812,-0.225646704
1970,812,-0.05551273
1971,812,-0.122167647
1972,812,-0.061875407
1973,812,-0.034591425
1974,812,-0.168418616
1975,812,-0.173163593
1976,812,-0.166054577
1977,812,-0.125563189
1978,812,-0.005012537
1979,812,0.024692589
1980,812,-0.183922812
1981,812,0.082501188
1982,812,0.080657892
1983,812,-0.039780844
1984,812,0.242946163
1985,812,0.292669624
1986,812,0.303063154
1987,812,0.255417109
1988,812,0.211070985
1989,812,0.310421526
1990,812,0.325700134
1991,812,0.325700134
1992,812,0.365235299
1993,812,0.395601958
1994,812,0.447155863
1995,812,0.488921046
1996,812,0.528494179
1997,812,0.570694745
1998,812,0.584262133
1999,812,0.630769014
2000,812,0.8586524
1991,367,1.769712567
1992,367,1.352735758
1993,367,1.20962131
1994,367,1.230186939
1995,367,1.235590577
1996,367,1.278083086
1997,367,1.368829489
1998,367,1.415700674
1999,367,1.4235605
2000,367,0.857498465
1946,660,0.387979776
1947,660,0.414094448
1948,660,0.436963767
1949,660,0.457424879
1950,660,1.019929767
1951,660,0.832909107
1952,660,0.849295914
1953,660,0.823297918
1954,660,0.839841545
1955,660,0.727065384
1956,660,0.890767813
1957,660,0.928219318
1958,660,0.865839243
1959,660,0.970021069
1960,660,0.983201444
1961,660,1.000264168
1962,660,1.053963542
1963,660,1.098945498
1964,660,1.161900043
1965,660,1.249615192
1966,660,1.132369399
1967,660,1.125578761
1968,660,1.161587119
1969,660,1.230225205
1970,660,1.209855437
1971,660,1.177731514
1972,660,1.204772472
1973,660,1.337891698
1974,660,1.33236599
1975,660,1.232268691
1976,660,1.199362159
1977,660,1.146449685
1978,660,1.165959358
1979,660,1.181727171
1980,660,1.19361937
1981,660,1.19422543
1982,660,0.925844908
1983,660,1.165647626
1984,660,1.251047254
1985,660,1.431506634
1986,660,1.435322642
1987,660,1.435084462
1988,660,1.399457335
1989,660,1.433893323
1990,660,1.431267738
1991,660,1.421420217
1992,660,0.461882301
1993,660,0.864190463
1994,660,0.864996017
1995,660,0.875820664
1996,660,0.893715329
1997,660,0.8892878
1998,660,0.90023409
1999,660,0.899201499
2000,660,0.856576162
1966,570,-0.72154665
1967,570,-0.729811192
1968,570,-0.72154665
1969,570,-0.727738619
1970,570,-0.869884372
1971,570,-0.783071935
1972,570,-0.632993221
1973,570,-0.446287125
1974,570,-0.331285715
1975,570,-0.271808684
1976,570,-0.17793119
1977,570,-0.118783526
1978,570,-0.025317784
1979,570,-0.018163977
1980,570,-0.006018055
1981,570,0.019802609
1982,570,0.0285875
1983,570,0.012916236
1984,570,0.020782566
1985,570,-0.025317784
1986,570,-0.074723572
1987,570,-0.052346479
1988,570,0.05732508
1989,570,0.0285875
1990,570,-0.028399471
1991,570,-0.012072606
1992,570,-0.049190219
1993,570,-0.034516398
1994,570,-0.022727393
1995,570,0.000136962
1996,570,0.073320121
1997,570,0.128570884
1998,570,0.054938838
1999,570,0.056938786
2000,570,0.857100325
1945,450,0.850553493
1946,450,-0.507497847
1947,450,-0.50916034
1948,450,-0.510825574
1949,450,-0.574475586
1950,450,-0.494296312
1951,450,-0.809680998
1952,450,-0.774357259
1953,450,-0.476424217
1954,450,-0.253602743
1955,450,-0.299754649
1956,450,-0.47481522
1957,450,-0.397496939
1958,450,-0.329893947
1959,450,-0.363843441
1960,450,-0.332679421
1961,450,-0.301105082
1962,450,-0.309246212
1963,450,-0.216913
1964,450,-0.21815598
1965,450,-0.193584755
1966,450,-0.122167647
1967,450,-0.086647809
1968,450,-0.09211529
1969,450,-0.052346479
1970,450,-0.018163977
1971,450,0.065787703
1972,450,-0.057629108
1973,450,0.036331873
1974,450,0.051643208
1975,450,-0.05551273
1976,450,-0.008032188
1977,450,0.0285875
1978,450,0.033434816
1979,450,0.014888599
