"year","cowcode","ln_gdpen"
1988,155,1.38354063
1989,155,1.47270143
1990,155,1.467413425
1991,155,1.497612119
1992,155,1.587192297
1993,155,1.638153315
1994,155,1.677587032
1995,155,1.763269424
1996,155,1.820226192
1997,155,1.877519369
1998,155,1.897114754
1999,155,1.872967482
2000,155,0.854282474
1945,710,-1.456716895
1946,710,-1.487220287
1947,710,-1.394326568
1948,710,-1.362577796
1949,710,-1.370420933
1950,710,-1.301953197
1951,710,-1.237874389
1952,710,-1.184170246
1953,710,-1.136314154
1954,710,-1.084709406
1955,710,-1.035637498
1956,710,-0.991553247
1957,710,-0.944175959
1958,710,-0.809680998
1959,710,-0.736054659
1960,710,-0.567396045
1961,710,-0.740238786
1962,710,-0.809680998
1963,710,-0.755022585
1964,710,-0.655851424
1965,710,-0.549912989
1966,710,-0.444725871
1967,710,-0.517514586
1968,710,-0.603306472
1969,710,-0.482886285
1970,710,-0.362405658
1971,710,-0.343899757
1972,710,-0.339677364
1973,710,-0.301105082
1974,710,-0.305167407
1975,710,-0.266573131
1976,710,-0.321583599
1977,710,-0.271808684
1978,710,-0.194799066
1979,710,-0.12897037
1980,710,-0.028399471
1981,710,-0.034591425
1982,710,-0.037701868
1983,710,0.0285875
1984,710,0.127513349
1985,710,0.23269774
1986,710,0.214304566
1987,710,0.231905088
1988,710,0.282166868
1989,710,0.301584989
1990,710,0.28065747
1991,710,0.320633173
1992,710,0.400787532
1993,710,0.516282916
1994,710,0.625673115
1995,710,0.714921355
1996,710,0.795915425
1997,710,0.870372057
1998,710,0.935690582
1999,710,0.994699597
2000,710,0.893948852
1945,100,0.291923046
1946,100,0.322807908
1947,100,0.346422583
1948,100,0.368109345
1949,100,0.394067079
1950,100,0.407463133
1951,100,0.3920421
1952,100,0.42264995
1953,100,0.471252859
1954,100,0.533565164
1955,100,0.546964705
1956,100,0.535908401
1957,100,0.503800988
1958,100,0.477475643
1959,100,0.503800988
1960,100,0.521171927
1961,100,0.550430834
1962,100,0.569848955
1963,100,0.546964705
1964,100,0.621113956
1965,100,0.596636295
1966,100,0.649717629
1967,100,0.63127178
1968,100,0.671412706
1969,100,0.714419305
1970,100,0.760805905
1971,100,0.803793669
1972,100,0.848868012
1973,100,0.891998053
1974,100,0.920681059
1975,100,0.917889416
1976,100,0.952429771
1977,100,0.973804653
1978,100,1.028547406
1979,100,1.057095647
1980,100,1.080448389
1981,100,1.087551355
1982,100,1.079429507
1983,100,1.070212722
1984,100,1.081466079
1985,100,1.08788836
1986,100,1.113829255
1987,100,1.152784824
1988,100,1.172791719
1989,100,1.18967104
1990,100,1.1939224
1991,100,1.193012953
1992,100,1.217875719
1993,100,1.250903249
1994,100,1.288121581
1995,100,1.319164515
1996,100,1.320835471
1997,100,1.335476995
1998,100,1.321378708
1999,100,1.259707928
2000,100,0.312453698
1975,581,0.839923065
1976,581,0.827405509
1977,581,0.832045648
1978,581,0.83364295
1979,581,0.840002287
1980,581,0.855772997
1981,581,0.855051384
1982,581,0.858372959
1983,581,0.856963739
1984,581,0.857654064
1985,581,0.858181485
1986,581,0.857243344
1987,581,0.844489436
1988,581,0.841635596
1989,581,0.840101264
1990,581,0.829328549
1991,581,0.827048658
1992,581,0.831827141
1993,581,0.831045408
1994,581,0.837444281
1995,581,0.835012416
1996,581,0.838772113
1997,581,0.844730069
1998,581,0.85354952
1999,581,0.852315843
2000,581,0.858519335
1960,484,0.1160037
1961,484,0.116893709
1962,484,0.119559214
1963,484,0.066723637
1964,484,0.060153957
1965,484,0.080657892
1966,484,0.113328688
1967,484,0.21511139
1968,484,0.207014188
1969,484,0.339325339
1970,484,0.512823582
1971,484,0.518793762
1972,484,0.530628264
1973,484,0.536493421
1974,484,0.537662268
1975,484,0.545806587
1976,484,0.585004985
1977,484,0.494086325
1978,484,0.555033863
1979,484,0.545227051
1980,484,0.65803802
1981,484,0.7149086
1982,484,0.927823961
1983,484,0.93609333
1984,484,1.001734257
1985,484,0.992140055
1986,484,0.926637053
1987,484,0.868779778
1988,484,0.850150883
1989,484,0.840273201
1990,484,0.793444872
1991,484,0.877549887
1992,484,0.806475878
1993,484,0.767831087
1994,484,0.682749808
1995,484,0.693595052
1996,484,0.621643662
1997,484,0.587960541
1998,484,0.596962214
1999,484,0.539508104
2000,484,0.872917611
1945,94,0.852475322
1946,94,0.222343192
1947,94,0.28893131
1948,94,0.344298691
1949,94,0.517006516
1950,94,0.37637955
1951,94,0.381172419
1952,94,0.48119083
1953,94,0.605408251
1954,94,0.610308886
1955,94,0.67904824
1956,94,0.626473069
1957,94,0.659590423
1958,94,0.719302118
1959,94,0.717839777
1960,94,0.740030766
1961,94,0.74905479
1962,94,0.776108742
1963,94,0.819779813
1964,94,0.828988373
1965,94,0.899754822
1966,94,0.93687737
1967,94,0.954741955
1968,94,0.982827246
1969,94,1.00503397
1970,94,1.066089153
1971,94,1.089907885
1972,94,1.132369399
1973,94,1.173101187
1974,94,1.202672005
1975,94,1.196645975
1976,94,1.224657416
1977,94,1.294453144
1978,94,1.325747848
1979,94,1.340512156
1980,94,1.312916875
1981,94,1.229348063
1982,94,1.123955011
1983,94,1.125254273
1984,94,1.167205095
1985,94,1.158138275
1986,94,1.185706973
1987,94,1.204472661
1988,94,1.207466722
1989,94,1.238664031
1990,94,1.252477288
1991,94,1.236923933
1992,94,1.272285461
1993,94,1.311869502
1994,94,1.339161873
1995,94,1.358423233
1996,94,1.342519045
1997,94,1.379694939
1998,94,1.438811898
1999,94,1.497797012
2000,94,0.858205121
1992,344,0.303187449
1993,344,0.825342522
1994,344,0.833843798
1995,344,0.30842788
1996,344,0.844616064
1997,344,0.851920642
1998,344,0.850206759
1999,344,0.848791153
2000,344,0.856865713
1945,40,0.851792925
1946,40,0.754712582
1947,40,0.758934855
1948,40,0.718327522
1949,40,0.86373347
1950,40,0.893226802
1951,40,0.908661664
1952,40,0.92187506
1953,40,0.893226802
1954,40,0.875885308
1955,40,0.902191758
1956,40,0.927032828
1957,40,0.991398156
1958,40,0.996210337
1959,40,1.020650744
1960,40,1.037091494
1961,40,1.06505549
1962,40,1.110211492
1963,40,1.072268248
1964,40,1.097945333
1965,40,1.094938874
1966,40,1.121351719
1967,40,1.136229157
1968,40,1.140074134
1969,40,1.176190495
1970,40,1.19634378
1971,40,1.165024042
1972,40,1.174955845
1973,40,1.195436478
1974,40,1.197552204
1975,40,1.259596705
1976,40,1.219058514
1977,40,1.282599092
1978,40,1.293356419
1979,40,1.305084348
1980,40,1.333420873
1981,40,1.357380271
1982,40,1.345732808
1983,40,1.337104082
1984,40,1.363281608
1985,40,1.343647718
1986,40,1.364304423
1987,40,1.360976577
1988,40,1.383791208
1989,40,1.400936604
1990,40,1.381281853
1991,40,1.382788181
1992,40,0.861322593
1993,40,0.858935981
1994,40,0.860129763
1995,40,0.860209904
1996,40,0.8616214
1997,40,0.86352979
1998,40,0.859200243
1999,40,0.855477381
2000,40,0.859439548
1960,352,0.711478114
1961,352,0.786637545
1962,352,0.890767813
1963,352,0.944294989
1964,352,0.825490355
1965,352,0.999528348
1966,352,1.066777587
1967,352,1.169691801
1968,352,1.22318697
1969,352,1.309413314
1970,352,1.322555542
1971,352,1.422626257
1972,352,1.491104722
1973,352,1.546072006
1974,352,1.350667119
1975,352,1.181113482
1976,352,1.342342496
1977,352,1.484781265
1978,352,1.546923995
1979,352,1.627474308
1980,352,1.666762948
1981,352,1.66600728
1982,352,1.724194169
1983,352,1.764388204
1984,352,1.835457325
1985,352,1.869646072
1986,352,1.879922986
1987,352,1.927309632
1988,352,1.997010589
1989,352,2.065215826
1990,352,2.124414921
1991,352,2.147800922
1992,352,2.219529629
1993,352,2.210768223
1994,352,2.256729603
1995,352,2.30634594
1996,352,2.315663338
1997,352,2.331776857
1998,352,2.366118431
1999,352,2.401590347
2000,352,0.858805743
1945,315,-0.211956337
1946,315,-0.157824114
1947,315,-0.07904318
1948,315,-0.030459179
1949,315,0.013902962
1950,315,0.062974855
1951,315,0.10345868
1952,315,0.151002869
1953,315,0.187309071
1954,315,0.239804015
1955,315,0.28065747
1956,315,0.328584105
1957,315,0.373630345
1958,315,0.426574022
1959,315,0.456791729
1960,315,0.471876889
1961,315,0.537662268
1962,315,0.564176798
1963,315,0.534151435
1964,315,0.501986623
1965,315,0.587786615
1966,315,0.753301144
1967,315,0.750944257
1968,315,0.812262654
1969,315,0.873383224
1970,315,0.924258888
1971,315,0.966603518
1972,315,1.01196444
1973,315,1.066777587
1974,315,1.131402135
1975,315,1.17988503
1976,315,1.209258795
1977,315,1.236343265
1978,315,1.280378103
1979,315,1.299101114
1980,315,1.316676259
1981,315,1.307251215
1982,315,1.31318593
1983,315,1.336315989
1984,315,1.351444006
1985,315,1.366091728
1986,315,1.386544347
1987,315,1.390535355
1988,315,1.413423061
1989,315,1.432700753
1990,315,1.409766674
1991,315,1.580009103
1992,315,0.85740424
1993,316,1.367060542
1994,316,1.38852489
1995,316,1.446759462
1996,316,1.495404959
1997,316,1.486116886
1998,316,1.464779973
1999,316,1.463975906
2000,316,0.857400535
1945,390,1.398469925
1946,390,1.395254016
1947,390,1.471094966
1948,390,1.457684398
1949,390,1.530178189
1950,390,1.660701156
1951,390,1.618199468
1952,390,1.625704885
1953,390,1.681944609
1954,390,1.714698434
1955,390,1.692675471
1956,390,1.71541822
1957,390,1.752325416
1958,390,1.761815548
1959,390,1.848612309
1960,390,1.911022902
1961,390,1.965992928
1962,390,2.016501665
1963,390,2.002020359
1964,390,2.095191717
1965,390,2.132508278
1966,390,2.14733386
1967,390,2.172248602
1968,390,2.20066309
1969,390,2.261242151
1970,390,2.269028425
1971,390,2.288486242
1972,390,2.336406708
1973,390,2.36207962
1974,390,2.344494581
1975,390,2.325910807
1976,390,2.390687466
1977,390,2.402158976
1978,390,2.410272837
1979,390,2.440954685
1980,390,2.428512573
1981,390,2.411708593
1982,390,2.44460535
1983,390,2.470469713
1984,390,2.519227505
1985,390,2.562561989
1986,390,2.60076189
1987,390,2.598904848
1988,390,2.60793519
1989,390,2.614691496
1990,390,2.632536173
1991,390,2.640128136
1992,390,2.645536184
1993,390,2.641854048
1994,390,2.691993952
1995,390,2.714745045
1996,390,2.733134985
1997,390,2.759814978
1998,390,2.781737328
1999,390,2.793690205
2000,390,0.85702702
1977,522,0.415415436
1978,522,0.413433254
1979,522,0.430482864
1980,522,0.429181635
1981,522,0.310421526
1982,522,0.308954209
1983,522,0.144965783
1984,522,0.164666638
1985,522,0.128393188
1986,522,-0.009040748
1987,522,0.184818402
1988,522,0.345007092
1989,522,0.323531717
1990,522,0.312618554
1991,522,0.310421526
1992,522,0.305872117
1993,522,0.307084247
1994,522,0.309403061
1995,522,0.811610086
1996,522,0.8336216
1997,522,0.843000922
1998,522,0.842368718
1999,522,0.855076816
2000,522,0.857601764
1945,42,0.851665585
1946,42,-0.403467119
1947,42,-0.313341796
1948,42,-0.245900527
1949,42,-0.093212366
1950,42,-0.052346479
1951,42,0.062974855
1952,42,0.062974855
1953,42,0.023716575
1954,42,0.05732508
1955,42,0.078811198
1956,42,0.144100323
1957,42,0.179818451
1958,42,0.201306894
1959,42,0.151002869
1960,42,0.178146228
1961,42,0.133656397
1962,42,0.303063154
1963,42,0.363948435
1964,42,0.408128202
1965,42,0.239804015
1966,42,0.346422583
1967,42,0.333611012
1968,42,0.314080507
1969,42,0.381172419
1970,42,0.429181635
1971,42,0.501986623
1972,42,0.58333236
1973,42,0.650239706
1974,42,0.731886983
1975,42,0.673454523
1976,42,0.721248567
1977,42,0.740984559
1978,42,0.738120556
1979,42,0.742889285
1980,42,0.851432145
1981,42,0.826366067
1982,42,0.813593328
1983,42,0.825490355
1984,42,0.768718421
1985,42,0.747161806
1986,42,0.770108283
1987,42,0.802449882
1988,42,0.835947931
1989,42,0.887891293
1990,42,0.772882104
1991,42,0.747161806
1992,42,0.810930192
1993,42,0.821525455
1994,42,0.844261348
1995,42,0.873879552
1996,42,0.926073492
1997,42,0.987117052
1998,42,1.039842725
1999,42,1.101570606
2000,42,0.859765201
1945,130,0.850497563
1946,130,-0.030459179
1947,130,-0.006018055
1948,130,0.013902962
1949,130,0.167207956
1950,130,0.177309021
1951,130,0.193920687
1952,130,0.223943263
1953,130,0.27079019
1954,130,0.336472213
1955,130,0.332177341
1956,130,0.327863872
1957,130,0.335042655
1958,130,0.322807908
1959,130,0.340748817
1960,130,0.379121095
1961,130,0.381855279
1962,130,0.374318391
1963,130,0.368109345
1964,130,0.437609583
1965,130,0.464362711
1966,130,0.539995968
1967,130,0.599385798
1968,130,0.611937106
1969,130,0.651282966
1970,130,0.581656814
1971,130,0.625938416
1972,130,0.673454523
1973,130,0.806922138
1974,130,0.915490389
1975,130,0.980579197
1976,130,1.024247885
1977,130,1.093934774
1978,130,1.123955011
1979,130,1.140393853
1980,130,1.174955845
1981,130,1.164712071
1982,130,1.160960913
1983,130,1.071241021
1984,130,1.063675761
1985,130,1.069183469
1986,130,1.059524894
1987,130,1.018486261
1988,130,1.040276647
1989,130,1.025324583
1990,130,1.013417482
1991,130,1.042041898
1992,130,1.040276647
1993,130,1.038344502
1994,130,1.058856368
1995,130,1.060492873
1996,130,1.059555769
1997,130,1.072574258
1998,130,1.056921124
1999,130,0.962183714
2000,130,0.856591386
1945,651,0.85375112
1946,651,-0.570929527
1947,651,-0.5412848
1948,651,-0.510825574
1949,651,-0.471604884
1950,651,-0.286349654
1951,651,-0.282362908
1952,651,-0.336872339
1953,651,-0.368169367
1954,651,-0.343899757
1955,651,-0.332679421
1956,651,-0.332679421
1957,651,-0.297059268
1958,651,-0.291690111
1959,651,-0.248461396
1960,651,-0.211956337
1961,651,-0.204567164
1962,651,-0.148500025
1963,651,-0.096510909
1964,651,0.016857078
1965,651,0.023716575
1966,651,0.014888599
1967,651,0.012916236
1968,651,0.069526091
1969,651,0.105260462
1970,651,0.151002869
1971,651,0.187309071
1972,651,0.18564935
1973,651,0.167207956
1974,651,0.1612681
1975,651,0.256965101
1976,651,0.315540433
1977,651,0.340748817
1978,651,0.381855279
1979,651,0.421994388
1980,651,0.497740358
1981,651,0.543486416
1982,651,0.549276829
1983,651,0.59222126
1984,651,0.646055579
1985,651,0.669366598
1986,651,0.655964434
1987,651,0.636576831
1988,651,0.639746428
1989,651,0.645006835
1990,651,0.648149788
1991,651,0.6486727
1992,651,0.625403523
1993,651,0.633042574
1994,651,0.651691675
1995,651,0.677912235
1996,651,0.708198786
1997,651,0.742874086
1998,651,0.778665006
1999,651,0.819086194
2000,651,0.85949195
1945,92,0.851223518
1946,92,-0.068278827
1947,92,0.012916236
1948,92,0.078811198
1949,92,0.13102825
1950,92,0.187309071
1951,92,0.201306894
1952,92,0.245296359
1953,92,0.292669624
1954,92,0.304539144
1955,92,0.327863872
1956,92,0.354873329
1957,92,0.372252971
1958,92,0.354171783
1959,92,0.34995243
1960,92,0.355574369
1961,92,0.341459751
1962,92,0.456158191
1963,92,0.481808662
1964,92,0.524728537
1965,92,0.553310215
1966,92,0.59222126
1967,92,0.607044518
1968,92,0.617345452
1969,92,0.615725994
1970,92,0.593326807
1971,92,0.596085489
1972,92,0.632335007
1973,92,0.671412706
1974,92,0.685618937
1975,92,0.710495889
1976,92,0.757529378
1977,92,0.808259964
1978,92,0.84586823
1979,92,0.801104307
1980,92,0.700122774
1981,92,0.622188091
1982,92,0.556181312
1983,92,0.558472276
1984,92,0.580538213
1985,92,0.604862273
1986,92,0.594982922
1987,92,0.599934816
1988,92,0.610851943
1989,92,0.599934816
1990,92,0.601031899
1991,92,0.616805971
1992,92,0.629141867
1993,92,0.679490864
1994,92,0.716414869
1995,92,0.755544841
1996,92,0.751686811
1997,92,0.772239745
1998,92,0.785814822
1999,92,0.800083637
2000,92,0.857832883
1993,531,0.837482491
1994,531,0.836983092
1995,531,0.843926369
1996,531,0.844515109
1997,531,0.848374305
1998,531,0.843482792
1999,531,0.856594667
2000,531,0.856458067
1991,366,1.684174418
1992,366,1.460463285
1993,366,1.390869379
1994,366,1.382604241
1995,366,1.434666157
1996,366,1.483188272
1997,366,1.591643333
1998,366,1.643422961
1999,366,1.637666702
2000,366,0.85849467
1945,530,0.85114236
1946,530,-1.537117243
1947,530,-1.505077839
1948,530,-1.482805252
1949,530,-1.427116394
1950,530,-1.509592533
1951,530,-1.406497002
1952,530,-1.406497002
1953,530,-1.366491795
1954,530,-1.370420933
1955,530,-1.382302403
1956,530,-1.358679175
1957,530,-1.394326568
1958,530,-1.398366928
1959,530,-1.378326178
1960,530,-1.358679175
1961,530,-1.343234897
1962,530,-1.32802546
1963,530,-1.316768289
1964,530,-1.283737779
1965,530,-1.237874389
1966,530,-1.224175453
1967,530,-1.237874389
1968,530,-1.217395782
1969,530,-1.197328329
1970,530,-1.217395782
1971,530,-1.203972816
1972,530,-1.177655458
1973,530,-1.184170246
1974,530,-1.203972816
1975,530,-1.184170246
1976,530,-1.197328329
1977,530,-1.184170246
1978,530,-1.1551826
1979,530,-1.152013063
1980,530,-1.133203745
1981,530,-1.133203745
1982,530,-1.133203745
1983,530,-1.102620363
1984,530,-1.145703912
1985,530,-1.207311749
1986,530,-1.164752126
1987,530,-1.064409733
1988,530,-1.093418837
1989,530,-1.116980433
1990,530,-1.129417777
1991,530,-1.21157968
1992,530,-1.298414588
1993,530,-1.14536345
1994,530,-1.140534878
1995,529,-1.110504389
1996,529,-1.039312959
1997,529,-1.014375806
1998,529,-1.053172827
1999,529,-1.017403603
2000,529,0.857803015
1970,950,0.952429771
1971,950,1.001366854
1972,950,1.056748152
1973,950,1.157824159
1974,950,1.197250247
1975,950,1.199362159
1976,950,1.232851744
1977,950,1.261864305
1978,950,1.259029031
1979,950,1.329194784
1980,950,1.283430696
1981,950,1.33894062
1982,950,1.257608294
1983,950,1.19966352
1984,950,1.252477288
1985,950,1.18814826
1986,950,1.22318697
1987,950,1.166893721
1988,950,1.221419692
1989,950,1.339726686
1990,950,1.388042808
1991,950,1.372925878
1992,950,1.410134196
1993,950,1.422898412
1994,950,1.453684926
1995,950,1.461654067
1996,950,1.487752438
1997,950,1.460859895
1998,950,1.437653422
1999,950,1.49947679
2000,950,0.860061142
1945,375,1.063675761
1946,375,1.082821608
1947,375,1.134944201
1948,375,1.215506077
1949,375,1.196041465
1950,375,1.254475832
1951,375,1.34859252
1952,375,1.386544347
1953,375,1.352220416
1954,375,1.441492558
1955,375,1.50917542
1956,375,1.52605629
1957,375,1.52366221
1958,375,1.507848144
1959,375,1.57463944
1960,375,1.66600728
1961,375,1.735894322
1962,375,1.747981787
1963,375,1.762845516
1964,375,1.815638781
1965,375,1.8739537
1966,375,1.886463404
1967,375,1.895668983
1968,375,1.908208251
1969,375,2.003100395
1970,375,2.092851162
1971,375,2.107056618
1972,375,2.169167995
1973,375,2.230014324
1974,375,2.26322031
1975,375,2.262700081
1976,375,2.244002104
1977,375,2.239325762
1978,375,2.251817942
1979,375,2.328447819
1980,375,2.384257317
1981,375,2.389038086
1982,375,2.41841054
1983,375,2.440345049
1984,375,2.463512897
1985,375,2.489147663
1986,375,2.506423473
1987,375,2.543961287
1988,375,2.593536854
1989,375,2.655141592
1990,375,2.643262863
1991,375,2.538684368
1992,375,2.484906673
1993,375,2.468606949
1994,375,2.502861977
1995,375,2.536526203
1996,375,2.572515249
1997,375,2.630641222
1998,375,2.681404352
1999,375,2.718248129
2000,375,0.857947681
1945,220,0.97229296
1946,220,1.22318697
1947,220,1.2784307
1948,220,1.287302375
1949,220,1.406587005
1950,220,1.397481561
1951,220,1.446448326
1952,220,1.471094966
1953,220,1.486592054
1954,220,1.51841855
1955,220,1.562346339
1956,220,1.625901699
1957,220,1.665061831
1958,220,1.680455446
1959,220,1.704202533
1960,220,1.761815548
1961,220,1.806155324
1962,220,1.856454253
1963,220,1.894767165
1964,220,1.952743888
1965,220,1.988422155
1966,220,2.034051895
1967,220,2.072668552
1968,220,2.107542992
1969,220,2.171108723
1970,220,2.219203472
1971,220,2.255283833
1972,220,2.286150694
1973,220,2.333696127
1974,220,2.352327108
1975,220,2.331852674
1976,220,2.374998808
1977,220,2.402701855
1978,220,2.427807093
1979,220,2.456507206
1980,220,2.464363813
1981,220,2.463512897
1982,220,2.482403517
1983,220,2.479558945
1984,220,2.487735987
1985,220,2.501927614
1986,220,2.526288509
1987,220,2.545060635
1988,220,2.584676504
1989,220,2.613153219
1990,220,2.632176638
1991,220,2.629728317
1992,220,2.633183002
1993,220,2.620310545
1994,220,2.637429476
1995,220,2.650772095
1996,220,2.658597231
1997,220,2.674339056
1998,220,2.701401472
1999,220,2.726424456
2000,220,0.871398704
1960,481,0.581656814
1961,481,0.682591677
1962,481,0.747635365
1963,481,0.864154935
1964,481,0.900973976
1965,481,0.950498879
1966,481,0.989541233
1967,481,1.002835393
1968,481,1.197250247
1969,481,1.295822501
1970,481,1.309413314
1971,481,1.352737546
1972,481,1.397975802
1973,481,1.43007195
1974,481,1.615419984
1975,481,1.738710284
1976,481,1.940897584
1977,481,1.819698811
1978,481,1.687879324
1979,481,1.577327847
1980,481,1.567990661
1981,481,1.504965901
1982,481,1.441255927
1983,481,1.458847523
1984,481,1.494700313
1985,481,1.404134274
1986,481,1.393766403
1987,481,1.23314321
1988,481,1.188757658
1989,481,1.343647718
1990,481,1.375738859
1991,481,1.307251215
1992,481,1.287026405
1993,481,1.285355449
1994,481,1.294643521
1995,481,1.337033987
1996,481,1.363058448
1997,481,1.39482367
1998,481,1.391554832
1999,481,1.304094911
2000,481,0.856323176
1965,420,-0.322963923
1966,420,-0.291690111
1967,420,-0.321583599
1968,420,-0.317454249
1969,420,-0.318828791
1970,420,-0.325730145
1971,420,-0.14502576
1972,420,-0.1554849
1973,420,-0.140412137
1974,420,-0.126697674
1975,420,-0.224394307
1976,420,-0.018163977
1977,420,0.001997977
1978,420,0.164666638
1979,420,0.030529223
1980,420,0.016857078
1981,420,-0.117658041
1982,420,-0.136965886
1983,420,-0.327116132
1984,420,-0.221894339
1985,420,-0.262664318
1986,420,-0.170788333
1987,420,-0.158995748
1988,420,-0.21815598
1989,420,-0.213193193
1990,420,-0.224394307
1991,420,-0.237512052
1992,420,-0.244999245
1993,420,-0.253051847
1994,420,-0.286251068
1995,420,-0.30921194
1996,420,-0.31813249
1997,420,-0.300382286
1998,420,-0.281802416
1999,420,-0.248192832
2000,420,0.856539621
1991,372,1.342437267
1992,372,0.828252196
1993,372,0.330123544
1994,372,0.212182045
1995,372,0.237374574
1996,372,0.336665839
1997,372,0.437195003
1998,372,0.463759154
1999,372,0.494390666
2000,372,0.857346281
1945,260,1.371941924
1946,260,0.854485559
1947,260,0.855380581
1948,260,0.859050506
1949,260,0.855739348
1950,260,1.229932904
1951,260,1.302640915
1952,260,1.384793282
1953,260,1.448329806
1954,260,1.517322659
1955,260,1.635690212
1956,260,1.684359789
1957,260,1.724194169
1958,260,1.749025941
1959,260,1.81335783
1960,260,1.882513881
1961,260,1.919419527
1962,260,1.949190497
1963,260,1.964311242
1964,260,2.022871256
1965,260,2.068380594
1966,260,2.07969141
1967,260,2.06875968
1968,260,2.126921415
1969,260,2.194331408
1970,260,2.243365765
1971,260,2.260199308
1972,260,2.29314065
1973,260,2.333599091
1974,260,2.323465586
1975,260,2.311941147
1976,260,2.371364594
1977,260,2.40079999
1978,260,2.431417942
1979,260,2.475361109
1980,260,2.478217602
1981,260,2.468607903
1982,260,2.456678629
1983,260,2.481233358
1984,260,2.50976181
1985,260,2.528524637
1986,260,2.552487373
1987,260,2.566256285
1988,260,2.599425077
1989,260,2.636554241
1990,260,2.682937622
1991,255,2.690971851
1992,255,2.688459635
1993,255,2.670948982
1994,255,2.689716578
1995,255,2.705292463
1996,255,2.709512472
1997,255,2.721977472
1998,255,2.743563414
1999,255,2.757409811
2000,255,0.868914846
1957,452,-0.118783526
1958,452,-0.193584755
1959,452,-0.125563189
1960,452,-0.112049513
1961,452,-0.062939785
1962,452,-0.072570682
1963,452,-0.068278827
1964,452,-0.100925937
1965,452,-0.12443006
1966,452,-0.148500025
1967,452,-0.103140749
1968,452,-0.093212366
1969,452,-0.074723572
1970,452,0.05732508
1971,452,0.039220676
1972,452,-0.059750035
1973,452,-0.027371207
1974,452,0.087094672
1975,452,-0.089924738
1976,452,-0.141563594
1977,452,-0.085557908
1978,452,0.026641883
1979,452,-0.052346479
1980,452,-0.024292681
1981,452,-0.066139817
1982,452,-0.229413137
1983,452,-0.261364788
1984,452,-0.242071524
1985,452,-0.233193889
1986,452,-0.214431629
1987,452,-0.213193193
1988,452,-0.209487244
1989,452,-0.197232187
1990,452,-0.103140749
1991,452,-0.088831194
1992,452,-0.044997398
1993,452,-0.024173236
1994,452,-0.018449478
1995,452,-0.00506178
1996,452,0.014869924
1997,452,0.031761255
1998,452,0.054231554
1999,452,0.074624054
2000,452,0.855267081
1945,350,-0.214431629
1946,350,-0.350976914
1947,350,-0.098715954
1948,350,0.128393188
1949,350,0.197210208
1950,350,0.342880249
1951,350,0.387979776
1952,350,0.365337312
1953,350,0.444685787
1954,350,0.483659953
1955,350,0.522951841
1956,350,0.598286927
1957,350,0.661140382
1958,350,0.698632061
1959,350,0.727065384
1960,350,0.738598406
1961,350,0.840704799
1962,350,0.848868012
1963,350,0.94817698
1964,350,1.029619455
1965,350,1.120699883
1966,350,1.159080029
1967,350,1.200567007
1968,350,1.268917441
1969,350,1.362001657
1970,350,1.440782547
1971,350,1.505409837
1972,350,1.582888603
1973,350,1.650195956
1974,350,1.602815986
1975,350,1.648850918
1976,350,1.68972683
1977,350,1.708015442
1978,350,1.756304979
1979,350,1.774274111
1980,350,1.775121808
1981,350,1.77546072
1982,350,1.786914468
1983,350,1.780866981
1984,350,1.792925477
1985,350,1.828412771
1986,350,1.837210655
1987,350,1.832261443
1988,350,1.865474582
1989,350,1.907169342
1990,350,1.912205696
1991,350,1.914419532
1992,350,1.912263274
1993,350,1.909193516
1994,350,1.926282406
1995,350,1.943359137
1996,350,1.965044618
1997,350,1.996581435
1998,350,2.030797005
1999,350,2.061563969
2000,350,0.857976411
1974,55,0.843201209
1975,55,0.847825756
1976,55,0.854867293
1977,55,0.855887241
1978,55,0.861416532
1979,55,0.863424526
1980,55,0.862972935
1981,55,0.86254365
1982,55,0.862468828
1983,55,0.864048928
1984,55,0.863822057
1985,55,0.864225387
1986,55,0.863022519
1987,55,0.863270551
1988,55,0.863660766
1989,55,0.864028057
1990,55,0.863273031
1991,55,0.86416204
1992,55,0.863354047
1993,55,0.863083767
1994,55,0.865037647
1995,55,0.861862164
1996,55,0.861676798
1997,55,0.861805757
1998,55,0.857029884
1999,55,0.857521162
2000,55,0.856161875
1945,90,0.85251019
1946,90,0.137149796
1947,90,0.204572171
1948,90,0.261594743
1949,90,0.419368029
1950,90,0.426574022
1951,90,0.416075319
1952,90,0.402794927
1953,90,0.412109643
1954,90,0.414094448
1955,90,0.394067079
1956,90,0.442760915
1957,90,0.468126863
1958,90,0.487966299
1959,90,0.498955429
1960,90,0.506817579
1961,90,0.522358835
1962,90,0.527092576
1963,90,0.553310215
1964,90,0.571544349
1965,90,0.577175021
1966,90,0.587786615
1967,90,0.607044518
1968,90,0.645006835
1969,90,0.665261984
1970,90,0.707050145
1971,90,0.727548599
1972,90,0.753771782
1973,90,0.785270512
1974,90,0.815364838
1975,90,0.806922138
1976,90,0.873383224
1977,90,0.923067689
1978,90,0.946237803
1979,90,0.947013915
1980,90,0.945461035
1981,90,0.92979908
1982,90,0.85398972
1983,90,0.794800818
1984,90,0.781615794
1985,90,0.737164021
1986,90,0.711478114
1987,90,0.743840337
1988,90,0.753771782
1989,90,0.75940299
1990,90,0.754712582
1991,90,0.765932858
1992,90,0.809596002
1993,90,0.821958482
1994,90,0.835295022
1995,90,0.857258081
1996,90,0.859984398
